epoch,c1_accuracy,c1_loss,c2_accuracy,c2_loss,c3_accuracy,c3_loss,c4_accuracy,c4_loss,c5_accuracy,c5_loss,loss,val_c1_accuracy,val_c1_loss,val_c2_accuracy,val_c2_loss,val_c3_accuracy,val_c3_loss,val_c4_accuracy,val_c4_loss,val_c5_accuracy,val_c5_loss,val_loss
0,0.8842538595199585,1.1897042989730835,0.8879095911979675,1.0593864917755127,0.8996442556381226,0.9510053396224976,0.9120038747787476,0.812958836555481,0.8953750133514404,0.9991843104362488,5.012238502502441,0.0,10.053414344787598,0.0,18.75760269165039,0.0,15.139655113220215,0.0,18.21465492248535,0.0,15.773798942565918,77.93905639648438
1,0.8666865229606628,0.9138237833976746,0.8667211532592773,0.9744319319725037,0.888388454914093,0.7274014353752136,0.8801307678222656,0.8169192671775818,0.8942038416862488,0.7513144016265869,4.183889865875244,0.0,26.437591552734375,0.0,27.48308563232422,0.0,13.988224983215332,0.0,27.28990936279297,0.0,27.6070556640625,122.80582427978516
2,0.8475557565689087,0.7158558368682861,0.8441423177719116,0.735408365726471,0.8653634786605835,0.5628846287727356,0.8659173250198364,0.6573039293289185,0.8637769222259521,0.6694501638412476,3.340902805328369,0.0,7.037036895751953,0.0,7.616781711578369,0.0,4.764400482177734,0.0,7.9019389152526855,0.0,7.582912921905518,34.903106689453125
3,0.7986845970153809,0.8244466781616211,0.7939673066139221,0.8285089135169983,0.8084307909011841,0.6979663372039795,0.824976921081543,0.7537652850151062,0.8206692337989807,0.7625694870948792,3.8672571182250977,0.0,6.01710319519043,0.0,6.897313117980957,0.0,3.993116855621338,0.0,6.504087924957275,0.0,6.547774791717529,29.959379196166992
